,Name,Political Affiliation at Appointment,Senatorial Designation / Province or Territory,Appointed on the advice of,Term (yyyy.mm.dd),start_date,end_date,reason
695,"Kinley, John James",Liberal Party of Canada,"Queens-Lunenburg, Nova Scotia","King, William Lyon Mackenzie",1945.04.18 - 1971.06.12  (Resignation),1945-04-18 00:00:00,1971-06-12 00:00:00,Resignation
696,"Kinnear, Mary Elizabeth",Liberal Party of Canada,"Welland, Ontario","Pearson, Lester Bowles",1967.04.06 - 1973.04.03  (Retirement),1967-04-06 00:00:00,1973-04-03 00:00:00,Retirement
697,"Kinsella, Noël A.",Progressive Conservative Party,"Fredericton-York-Sunbury, New Brunswick","Mulroney, Martin Brian",1990.09.12 - 2014.11.27  (Resignation),1990-09-12 00:00:00,2014-11-27 00:00:00,Resignation
698,"Kirby, Michael J.L.",Liberal Party of Canada,"South Shore, Nova Scotia","Trudeau, Pierre Elliott",1984.01.13 - 2006.10.31  (Resignation),1984-01-13 00:00:00,2006-10-31 00:00:00,Resignation
699,"Kirchhoffer, John Nesbitt",Conservative (1867-1942),"Selkirk, Manitoba","Thompson, John Sparrow David",1892.12.16 - 1914.12.22  (Death),1892-12-16 00:00:00,1914-12-22 00:00:00,Death
700,"Kochhar, Vim",Conservative Party of Canada,"Ontario, Ontario","Harper, Stephen",2010.01.29 - 2011.09.21  (Retirement),2010-01-29 00:00:00,2011-09-21 00:00:00,Retirement
701,"Kolber, Ernest Leo",Liberal Party of Canada,"Victoria, Quebec","Trudeau, Pierre Elliott",1983.12.23 - 2004.01.18  (Retirement),1983-12-23 00:00:00,2004-01-18 00:00:00,Retirement
702,"Kroft, Richard H.",Liberal Party of Canada,"Manitoba, Manitoba","Chrétien, Joseph Jacques Jean",1998.06.11 - 2004.09.24  (Resignation),1998-06-11 00:00:00,2004-09-24 00:00:00,Resignation
703,"Lacasse, Joseph-Henri-Gustave",Liberal Party of Canada,"Essex, Ontario","King, William Lyon Mackenzie",1928.01.10 - 1953.01.18  (Death),1928-01-10 00:00:00,1953-01-18 00:00:00,Death
704,"Lacoste, Alexandre",Conservative (1867-1942),"De Lorimier, Quebec","Macdonald, John Alexander",1884.01.11 - 1891.09.15  (Resignation),1884-01-11 00:00:00,1891-09-15 00:00:00,Resignation
705,"Lacoste, Louis",Conservative (1867-1942),"Montarville, Quebec",Royal Proclamation,1867.10.23 - 1878.11.26  (Death),1867-10-23 00:00:00,1878-11-26 00:00:00,Death
706,"Laflamme, Napoléon Kemner",Liberal Party of Canada,"Mille Isles, Quebec","King, William Lyon Mackenzie",1927.12.21 - 1929.08.10  (Death),1927-12-21 00:00:00,1929-08-10 00:00:00,Death
707,"Lafond, Paul C.",Liberal Party of Canada,"Gulf, Quebec","Trudeau, Pierre Elliott",1970.10.07 - 1988.05.27  (Death),1970-10-07 00:00:00,1988-05-27 00:00:00,Death
708,"Laing, Arthur",Liberal Party of Canada,"Vancouver South, British Columbia","Trudeau, Pierre Elliott",1972.09.01 - 1975.02.13  (Death),1972-09-01 00:00:00,1975-02-13 00:00:00,Death
709,"Laird, Henry Willoughby",Conservative (1867-1942),"Regina, Saskatchewan","Borden, Robert Laird",1917.01.31 - 1940.09.30  (Death),1917-01-31 00:00:00,1940-09-30 00:00:00,Death
710,"Laird, John Keith McBroom",Liberal Party of Canada,"Windsor, Ontario","Pearson, Lester Bowles",1967.04.06 - 1982.01.12  (Retirement),1967-04-06 00:00:00,1982-01-12 00:00:00,Retirement
711,"Lambert, Norman Platt",Liberal Party of Canada,"Ottawa, Ontario","King, William Lyon Mackenzie",1938.01.20 - 1965.11.04  (Death),1938-01-20 00:00:00,1965-11-04 00:00:00,Death
712,"Lamontagne, Maurice",Liberal Party of Canada,"Inkerman, Quebec","Pearson, Lester Bowles",1967.04.06 - 1983.06.12  (Death),1967-04-06 00:00:00,1983-06-12 00:00:00,Death
713,"Landerkin, George",Liberal Party of Canada,"Grey, Ontario","Laurier, Wilfrid",1901.02.16 - 1903.10.04  (Death),1901-02-16 00:00:00,1903-10-04 00:00:00,Death
714,"Landry, Auguste-Charles-Philippe-Robert",Conservative (1867-1942),"Stadacona, Quebec","Abbott, John Joseph Caldwell",1892.02.23 - 1919.12.20  (Death),1892-02-23 00:00:00,1919-12-20 00:00:00,Death
715,"Price, Evan John",Conservative (1867-1942),"The Laurentides, Quebec","Macdonald, John Alexander",1888.12.01 - 1899.08.30  (Death),1888-12-01 00:00:00,1899-08-30 00:00:00,Death
716,"Primrose, Clarence",Liberal-Conservative,"Pictou, Nova Scotia","Abbott, John Joseph Caldwell",1892.11.28 - 1902.12.02  (Death),1892-11-28 00:00:00,1902-12-02 00:00:00,Death
717,"Prince, Joseph Benjamin",Liberal Party of Canada,"Saskatchewan, Saskatchewan","Laurier, Wilfrid",1909.07.29 - 1920.10.26  (Death),1909-07-29 00:00:00,1920-10-26 00:00:00,Death
718,"Pringle, Roderick Harold Clive",Conservative (1867-1942),"Cobourg, Ontario","Borden, Robert Laird",1917.01.08 - 1920.05.02  (Death),1917-01-08 00:00:00,1920-05-02 00:00:00,Death
719,"Proudfoot, William",Unionist (Liberal),"Huron, Ontario","Borden, Robert Laird",1919.11.06 - 1922.12.03  (Death),1919-11-06 00:00:00,1922-12-03 00:00:00,Death
720,"Prowse, Benjamin Charles",Liberal Party of Canada,"Charlottetown, Prince Edward Island","Laurier, Wilfrid",1911.05.05 - 1930.02.22  (Death),1911-05-05 00:00:00,1930-02-22 00:00:00,Death
721,"Prowse, James Harper",Liberal Party of Canada,"Edmonton, Alberta","Pearson, Lester Bowles",1966.02.24 - 1976.09.27  (Death),1966-02-24 00:00:00,1976-09-27 00:00:00,Death
722,"Prowse, Samuel",Liberal-Conservative,"King's, Prince Edward Island","Macdonald, John Alexander",1889.09.14 - 1902.01.14  (Death),1889-09-14 00:00:00,1902-01-14 00:00:00,Death
723,"Prud'homme, Marcel",Independent,"La Salle, Quebec","Mulroney, Martin Brian",1993.05.26 - 2009.11.30  (Retirement),1993-05-26 00:00:00,2009-11-30 00:00:00,Retirement
724,"Quart, Josie Alice",Progressive Conservative Party,"Victoria, Quebec","Diefenbaker, John George",1960.11.16 - 1980.04.17  (Death),1960-11-16 00:00:00,1980-04-17 00:00:00,Death
725,"Quinn, Felix Patrick",Conservative (1867-1942),"Bedford-Halifax, Nova Scotia","Bennett, Richard Bedford",1935.07.20 - 1961.03.28  (Death),1935-07-20 00:00:00,1961-03-28 00:00:00,Death
726,"Quinton, Herman William",Liberal Party of Canada,"Burgeo-Lapoile, Newfoundland and Labrador","St-Laurent, Louis Stephen",1951.01.24 - 1952.04.02  (Death),1951-01-24 00:00:00,1952-04-02 00:00:00,Death
727,"Raine, Nancy Greene",Conservative Party of Canada,"Thompson-Okanagan-Kootenay, British Columbia","Harper, Stephen",2009.01.02 -,2009-01-02 00:00:00,,
728,"Rainville, Joseph Hormisdas",Conservative (1867-1942),"Repentigny, Quebec","Bennett, Richard Bedford",1932.10.06 - 1942.04.14  (Death),1932-10-06 00:00:00,1942-04-14 00:00:00,Death
729,"Rankin, James Palmer",Liberal Party of Canada,"Perth North, Ontario","King, William Lyon Mackenzie",1925.09.09 - 1934.06.15  (Death),1925-09-09 00:00:00,1934-06-15 00:00:00,Death
730,"Rattenbury, Nelson",Liberal Party of Canada,"Saint John, New Brunswick","Pearson, Lester Bowles",1964.02.14 - 1973.05.27  (Death),1964-02-14 00:00:00,1973-05-27 00:00:00,Death
731,"Ratz, Valentine",Liberal Party of Canada,"Parkhill, Ontario","Laurier, Wilfrid",1909.01.18 - 1924.03.01  (Death),1909-01-18 00:00:00,1924-03-01 00:00:00,Death
732,"Raymond, Donat",Liberal Party of Canada,"De la Vallière, Quebec","King, William Lyon Mackenzie",1926.12.20 - 1963.06.05  (Death),1926-12-20 00:00:00,1963-06-05 00:00:00,Death
733,"Read, Robert",Conservative (1867-1942),"Quinté, Ontario","Macdonald, John Alexander",1871.02.24 - 1896.06.29  (Death),1871-02-24 00:00:00,1896-06-29 00:00:00,Death
734,"Reesor, David",Liberal Party of Canada,"King's, Ontario",Royal Proclamation,1867.10.23 - 1901.01.02  (Resignation),1867-10-23 00:00:00,1901-01-02 00:00:00,Resignation
735,"Reid, James",Liberal-Conservative,"Cariboo, British Columbia","Macdonald, John Alexander",1888.10.08 - 1904.05.03  (Death),1888-10-08 00:00:00,1904-05-03 00:00:00,Death
736,"Reid, John Dowsley",Conservative (1867-1942),"Grenville, Ontario","Meighen, Arthur",1921.09.22 - 1929.08.26  (Death),1921-09-22 00:00:00,1929-08-26 00:00:00,Death
737,"Reid, Thomas",Liberal Party of Canada,"New Westminster, British Columbia","St-Laurent, Louis Stephen",1949.09.07 - 1967.10.14  (Resignation),1949-09-07 00:00:00,1967-10-14 00:00:00,Resignation
738,"Renaud, Louis",Conservative (1867-1942),"De Salaberry, Quebec",Royal Proclamation,1867.10.23 - 1873.10.30  (Resignation),1867-10-23 00:00:00,1873-10-30 00:00:00,Resignation
739,"Rhodes, Edgar Nelson",Conservative (1867-1942),"Amherst, Nova Scotia","Bennett, Richard Bedford",1935.07.20 - 1942.03.15  (Death),1935-07-20 00:00:00,1942-03-15 00:00:00,Death
740,"Richardson, Henry Westman",Conservative (1867-1942),"Kingston, Ontario","Borden, Robert Laird",1917.01.20 - 1918.10.27  (Death),1917-01-20 00:00:00,1918-10-27 00:00:00,Death
741,"Riel, Maurice",Liberal Party of Canada,"Shawinigan, Quebec","Trudeau, Pierre Elliott",1973.10.05 - 1997.04.03  (Retirement),1973-10-05 00:00:00,1997-04-03 00:00:00,Retirement
742,"Riley, Daniel Aloysius",Liberal Party of Canada,"Saint John, New Brunswick","Trudeau, Pierre Elliott",1973.12.21 - 1984.09.13  (Death),1973-12-21 00:00:00,1984-09-13 00:00:00,Death
743,"Riley, Daniel Edward",Liberal Party of Canada,"Alberta, Alberta","King, William Lyon Mackenzie",1926.06.25 - 1948.04.27  (Death),1926-06-25 00:00:00,1948-04-27 00:00:00,Death
744,"Riley, George",Liberal Party of Canada,"Victoria, British Columbia","Laurier, Wilfrid",1906.03.22 - 1916.01.19  (Death),1906-03-22 00:00:00,1916-01-19 00:00:00,Death
745,"Ringuette, Pierrette",Liberal Party of Canada,"New Brunswick, New Brunswick","Chrétien, Joseph Jacques Jean",2002.12.12 -,2002-12-12 00:00:00,,
746,"Ritchie, John William",Conservative (1867-1942),"Nova Scotia, Nova Scotia",Royal Proclamation,1867.10.23 - 1870.09.28  (Resignation),1867-10-23 00:00:00,1870-09-28 00:00:00,Resignation
747,"Rivard, Michel",Conservative Party of Canada,"The Laurentides, Quebec","Harper, Stephen",2009.01.02 -,2009-01-02 00:00:00,,
748,"Rivest, Jean-Claude",Progressive Conservative Party,"Stadacona, Quebec","Mulroney, Martin Brian",1993.03.11 - 2015.01.31  (Resignation),1993-03-11 00:00:00,2015-01-31 00:00:00,Resignation
749,"Rizzuto, Pietro",Liberal Party of Canada,"Repentigny, Quebec","Trudeau, Pierre Elliott",1976.12.23 - 1997.08.03  (Death),1976-12-23 00:00:00,1997-08-03 00:00:00,Death
750,"Roberge, Fernand",Progressive Conservative Party,"Saurel, Quebec","Mulroney, Martin Brian",1993.05.26 - 2000.07.19  (Resignation),1993-05-26 00:00:00,2000-07-19 00:00:00,Resignation
751,"Robertson, Brenda",Progressive Conservative Party,"Riverview, New Brunswick","Mulroney, Martin Brian",1984.12.21 - 2004.05.23  (Retirement),1984-12-21 00:00:00,2004-05-23 00:00:00,Retirement
752,"Robertson, Gideon Decker",Conservative (1867-1942),"Welland, Ontario","Borden, Robert Laird",1917.01.20 - 1933.08.25  (Death),1917-01-20 00:00:00,1933-08-25 00:00:00,Death
753,"Robertson, James Edwin",Liberal Party of Canada,"Prince Edward Island, Prince Edward Island","Laurier, Wilfrid",1902.02.07 - 1915.04.13  (Resignation),1902-02-07 00:00:00,1915-04-13 00:00:00,Resignation
754,"Robertson, John",Liberal Party of Canada,"New Brunswick, New Brunswick",Royal Proclamation,1867.10.23 - 1876.08.03  (Death),1867-10-23 00:00:00,1876-08-03 00:00:00,Death
755,"Robertson, John Alexander",Progressive Conservative Party,"Kenora-Rainy River, Ontario","Diefenbaker, John George",1962.11.29 - 1965.02.19  (Death),1962-11-29 00:00:00,1965-02-19 00:00:00,Death
756,"Robertson, Wishart McLea",Liberal Party of Canada,"Shelburne, Nova Scotia","King, William Lyon Mackenzie",1943.02.19 - 1965.12.24  (Resignation),1943-02-19 00:00:00,1965-12-24 00:00:00,Resignation
757,"Robichaud, Fernand",Liberal Party of Canada,"Saint-Louis-de-Kent, New Brunswick","Chrétien, Joseph Jacques Jean",1997.09.22 - 2014.12.01  (Retirement),1997-09-22 00:00:00,2014-12-01 00:00:00,Retirement
758,"Robichaud, Hédard-J.",Liberal Party of Canada,"Gloucester, New Brunswick","Trudeau, Pierre Elliott",1968.06.28 - 1971.10.08  (Resignation),1968-06-28 00:00:00,1971-10-08 00:00:00,Resignation
759,"Robichaud, Louis J.",Liberal Party of Canada,"L'Acadie-Acadia, New Brunswick","Trudeau, Pierre Elliott",1973.12.21 - 2000.10.21  (Retirement),1973-12-21 00:00:00,2000-10-21 00:00:00,Retirement
760,"Robicheau, John Louis Philip",Conservative (1867-1942),"Digby-Clare, Nova Scotia","Bennett, Richard Bedford",1935.07.20 - 1948.03.01  (Death),1935-07-20 00:00:00,1948-03-01 00:00:00,Death
761,"Robinson, Brewer Waugh",Liberal Party of Canada,"Summerside, Prince Edward Island","King, William Lyon Mackenzie",1945.04.19 - 1949.01.20  (Death),1945-04-19 00:00:00,1949-01-20 00:00:00,Death
762,"Robinson, Clifford William",Liberal Party of Canada,"Moncton, New Brunswick","King, William Lyon Mackenzie",1924.05.05 - 1944.07.27  (Death),1924-05-05 00:00:00,1944-07-27 00:00:00,Death
763,"Robitaille, Louis",Conservative (1867-1942),"Gulf, Quebec","Macdonald, John Alexander",1883.02.08 - 1884.12.28  (Resignation),1883-02-08 00:00:00,1884-12-28 00:00:00,Resignation
764,"Robitaille, Théodore",Conservative (1867-1942),"Gulf, Quebec","Macdonald, John Alexander",1885.01.29 - 1897.08.17  (Death),1885-01-29 00:00:00,1897-08-17 00:00:00,Death
765,"Roblin, Dufferin (Duff)",Progressive Conservative Party,"Red River, Manitoba","Trudeau, Pierre Elliott",1978.03.23 - 1992.06.17  (Retirement),1978-03-23 00:00:00,1992-06-17 00:00:00,Retirement
766,"Roche, Douglas",Independent,"Edmonton, Alberta","Chrétien, Joseph Jacques Jean",1998.09.17 - 2004.06.14  (Retirement),1998-09-17 00:00:00,2004-06-14 00:00:00,Retirement
767,"Roche, William",Liberal Party of Canada,"Halifax, Nova Scotia","Laurier, Wilfrid",1910.01.12 - 1925.10.19  (Death),1910-01-12 00:00:00,1925-10-19 00:00:00,Death
768,"Rodier, Charles-Séraphin",Conservative (1867-1942),"Mille Isles, Quebec","Macdonald, John Alexander",1888.12.01 - 1890.01.26  (Death),1888-12-01 00:00:00,1890-01-26 00:00:00,Death
769,"Roebuck, Arthur Wentworth",Liberal Party of Canada,"Toronto-Trinity, Ontario","King, William Lyon Mackenzie",1945.04.18 - 1971.11.17  (Death),1945-04-18 00:00:00,1971-11-17 00:00:00,Death
770,"Rolland, Jean-Baptiste",Conservative (1867-1942),"Mille Isles, Quebec","Macdonald, John Alexander",1887.10.22 - 1888.03.22  (Death),1887-10-22 00:00:00,1888-03-22 00:00:00,Death
771,"Rompkey, Bill",Liberal Party of Canada,"Newfoundland and Labrador, Newfoundland and Labrador","Chrétien, Joseph Jacques Jean",1995.09.21 - 2011.05.13  (Retirement),1995-09-21 00:00:00,2011-05-13 00:00:00,Retirement
772,"Ross, George Henry",Liberal Party of Canada,"Calgary, Alberta","St-Laurent, Louis Stephen",1948.12.01 - 1956.09.26  (Death),1948-12-01 00:00:00,1956-09-26 00:00:00,Death
773,"Ross, George William",Liberal Party of Canada,"Middlesex, Ontario","Laurier, Wilfrid",1907.01.15 - 1914.03.07  (Death),1907-01-15 00:00:00,1914-03-07 00:00:00,Death
774,"Ross, James Gibb",Conservative (1867-1942),"The Laurentides, Quebec","Macdonald, John Alexander",1884.01.11 - 1888.10.01  (Death),1884-01-11 00:00:00,1888-10-01 00:00:00,Death
775,"Ross, James Hamilton",Liberal Party of Canada,"Regina, Northwest Territories","Laurier, Wilfrid",1904.09.30 - 1932.12.14  (Death),1904-09-30 00:00:00,1932-12-14 00:00:00,Death
776,"Ross, James W.",Progressive Conservative Party,"Maritimes Divisional, Maritimes (Division)","Mulroney, Martin Brian",1990.09.27 - 1993.05.25  (Resignation),1990-09-27 00:00:00,1993-05-25 00:00:00,Resignation
777,"Ross, John",Conservative (1867-1942),"Ontario, Ontario",Royal Proclamation,1867.10.23 - 1871.01.31  (Death),1867-10-23 00:00:00,1871-01-31 00:00:00,Death
778,"Ross, John Jones",Conservative (1867-1942),"De la Durantaye, Quebec","Macdonald, John Alexander",1887.04.12 - 1901.05.04  (Death),1887-04-12 00:00:00,1901-05-04 00:00:00,Death
779,"Ross, William",Liberal Party of Canada,"Victoria, Nova Scotia","Laurier, Wilfrid",1905.05.18 - 1912.03.17  (Death),1905-05-18 00:00:00,1912-03-17 00:00:00,Death
780,"Ross, William Benjamin",Conservative (1867-1942),"Middleton, Nova Scotia","Borden, Robert Laird",1912.11.20 - 1929.01.10  (Death),1912-11-20 00:00:00,1929-01-10 00:00:00,Death
781,"Rossiter, Eileen",Progressive Conservative Party,"Prince Edward Island, Prince Edward Island","Mulroney, Martin Brian",1986.11.17 - 2004.07.14  (Retirement),1986-11-17 00:00:00,2004-07-14 00:00:00,Retirement
782,"Rousseau, Yvette Boucher",Liberal Party of Canada,"De Salaberry, Quebec","Trudeau, Pierre Elliott",1979.03.27 - 1988.03.17  (Death),1979-03-27 00:00:00,1988-03-17 00:00:00,Death
783,"Roux, Jean-Louis",Liberal Party of Canada,"Mille Isles, Quebec","Chrétien, Joseph Jacques Jean",1994.08.31 - 1996.08.08  (Resignation),1994-08-31 00:00:00,1996-08-08 00:00:00,Resignation
784,"Rowe, Frederick William",Liberal Party of Canada,"Lewisporte, Newfoundland and Labrador","Trudeau, Pierre Elliott",1971.12.09 - 1987.09.28  (Retirement),1971-12-09 00:00:00,1987-09-28 00:00:00,Retirement
785,"Roy, Philippe",Liberal Party of Canada,"Edmonton, Alberta","Laurier, Wilfrid",1906.03.08 - 1911.04.21  (Resignation),1906-03-08 00:00:00,1911-04-21 00:00:00,Resignation
786,"Ruck, Calvin Woodrow",Liberal Party of Canada,"Nova Scotia, Nova Scotia","Chrétien, Joseph Jacques Jean",1998.06.11 - 2000.09.04  (Retirement),1998-06-11 00:00:00,2000-09-04 00:00:00,Retirement
787,"Runciman, Bob",Conservative Party of Canada,"Ontario - Thousand Islands and Rideau Lakes, Ontario","Harper, Stephen",2010.01.29 -,2010-01-29 00:00:00,,
788,"Ryan, Thomas",Liberal-Conservative,"Victoria, Quebec",Royal Proclamation,1867.10.23 - 1889.05.25  (Death),1867-10-23 00:00:00,1889-05-25 00:00:00,Death
789,"Sanborn, John Sewell",Liberal Party of Canada,"Wellington, Quebec",Royal Proclamation,1867.10.23 - 1872.10.01  (Resignation),1867-10-23 00:00:00,1872-10-01 00:00:00,Resignation
790,"Sanford, William Eli",Conservative (1867-1942),"Hamilton, Ontario","Macdonald, John Alexander",1887.02.08 - 1899.07.10  (Death),1887-02-08 00:00:00,1899-07-10 00:00:00,Death
791,"Sauvé, Arthur",Conservative (1867-1942),"Rigaud, Quebec","Bennett, Richard Bedford",1935.07.20 - 1944.02.06  (Death),1935-07-20 00:00:00,1944-02-06 00:00:00,Death
792,"Savoie, Calixte F.",Independent Liberal,"L'Acadie, New Brunswick","St-Laurent, Louis Stephen",1955.07.28 - 1970.08.23  (Resignation),1955-07-28 00:00:00,1970-08-23 00:00:00,Resignation
793,"Schaffner, Frederick Laurence",Conservative (1867-1942),"Souris, Manitoba","Borden, Robert Laird",1917.10.23 - 1935.05.22  (Death),1917-10-23 00:00:00,1935-05-22 00:00:00,Death
794,"Schultz, John Christian",Liberal-Conservative,"Manitoba, Manitoba","Macdonald, John Alexander",1882.09.23 - 1888.07.01  (Resignation),1882-09-23 00:00:00,1888-07-01 00:00:00,Resignation
795,"Scott, Richard William",Liberal Party of Canada,"Ottawa, Ontario","Mackenzie, Alexander",1874.03.13 - 1913.04.23  (Death),1874-03-13 00:00:00,1913-04-23 00:00:00,Death
796,"Segal, Hugh",Conservative Party of Canada,"Kingston-Frontenac-Leeds, Ontario","Martin, Paul Edgar Philippe",2005.08.02 - 2014.06.15  (Resignation),2005-08-02 00:00:00,2014-06-15 00:00:00,Resignation
797,"Seidman, Judith",Conservative Party of Canada,"De la Durantaye, Quebec","Harper, Stephen",2009.08.27 -,2009-08-27 00:00:00,,
798,"Sénécal, Louis Adélard",Conservative (1867-1942),"Mille Isles, Quebec","Macdonald, John Alexander",1887.01.25 - 1887.10.11  (Death),1887-01-25 00:00:00,1887-10-11 00:00:00,Death
799,"Seth, Asha",Conservative Party of Canada,"Ontario, Ontario","Harper, Stephen",2012.01.06 - 2014.12.15  (Retirement),2012-01-06 00:00:00,2014-12-15 00:00:00,Retirement
800,"Setlakwe, Raymond C.",Liberal Party of Canada,"The Laurentides, Quebec","Chrétien, Joseph Jacques Jean",2000.06.20 - 2003.07.03  (Retirement),2000-06-20 00:00:00,2003-07-03 00:00:00,Retirement
801,"Seymour, Benjamin",Conservative (1867-1942),"Newcastle, Ontario",Royal Proclamation,1867.10.23 - 1880.03.23  (Death),1867-10-23 00:00:00,1880-03-23 00:00:00,Death
802,"Sharpe, William Henry",Conservative (1867-1942),"Manitou, Manitoba","Borden, Robert Laird",1916.02.10 - 1942.04.19  (Death),1916-02-10 00:00:00,1942-04-19 00:00:00,Death
803,"Shatford, Lytton Wilmot",Conservative (1867-1942),"Vancouver, British Columbia","Borden, Robert Laird",1917.06.26 - 1920.11.08  (Death),1917-06-26 00:00:00,1920-11-08 00:00:00,Death
804,"Shaw, James",Conservative (1867-1942),"Ontario, Ontario",Royal Proclamation,1867.10.23 - 1878.02.06  (Death),1867-10-23 00:00:00,1878-02-06 00:00:00,Death
805,"Shehyn, Joseph",Liberal Party of Canada,"The Laurentides, Quebec","Laurier, Wilfrid",1900.02.05 - 1918.07.14  (Death),1900-02-05 00:00:00,1918-07-14 00:00:00,Death
806,"Sherwood, Cyril Beverly",Progressive Conservative Party,"Royal, New Brunswick","Clark, Charles Joseph",1979.10.03 - 1990.07.01  (Retirement),1979-10-03 00:00:00,1990-07-01 00:00:00,Retirement
807,"Sibbeston, Nick G.",Liberal Party of Canada,"Northwest Territories, Northwest Territories","Chrétien, Joseph Jacques Jean",1999.09.02 -,1999-09-02 00:00:00,,
808,"Simard, Jean-Maurice",Progressive Conservative Party,"Edmundston, New Brunswick","Mulroney, Martin Brian",1985.06.26 - 2001.06.16  (Death),1985-06-26 00:00:00,2001-06-16 00:00:00,Death
809,"Simpson, John",Liberal Party of Canada,"Bowmanville, Ontario",Royal Proclamation,1867.10.23 - 1885.03.21  (Death),1867-10-23 00:00:00,1885-03-21 00:00:00,Death
810,"Sinclair, Ian David",Liberal Party of Canada,"Halton, Ontario","Trudeau, Pierre Elliott",1983.12.23 - 1988.09.27  (Retirement),1983-12-23 00:00:00,1988-09-27 00:00:00,Retirement
811,"Sinclair, John Ewen",Liberal Party of Canada,"Queen's, Prince Edward Island","King, William Lyon Mackenzie",1930.06.07 - 1949.12.23  (Death),1930-06-07 00:00:00,1949-12-23 00:00:00,Death
812,"Skead, James",Conservative (1867-1942),"Rideau, Ontario",Royal Proclamation,1867.10.23 - 1881.01.20  (Resignation),1867-10-23 00:00:00,1881-01-20 00:00:00,Resignation
813,"Skead, James",Conservative (1867-1942),"Rideau, Ontario","Macdonald, John Alexander",1881.12.24 - 1884.07.05  (Death),1881-12-24 00:00:00,1884-07-05 00:00:00,Death
814,"Smith, Benjamin Franklin",Conservative (1867-1942),"Victoria-Carleton, New Brunswick","Bennett, Richard Bedford",1935.08.14 - 1944.05.20  (Death),1935-08-14 00:00:00,1944-05-20 00:00:00,Death
815,"Smith, David P.",Liberal Party of Canada,"Cobourg, Ontario","Chrétien, Joseph Jacques Jean",2002.06.25 -,2002-06-25 00:00:00,,
816,"Smith, Donald",Liberal Party of Canada,"Queens-Shelburne, Nova Scotia","St-Laurent, Louis Stephen",1955.07.28 - 1980.07.07  (Resignation),1955-07-28 00:00:00,1980-07-07 00:00:00,Resignation
817,"Smith, Ernest D'Israeli",Conservative (1867-1942),"Wentworth, Ontario","Borden, Robert Laird",1913.05.26 - 1946.01.10  (Resignation),1913-05-26 00:00:00,1946-01-10 00:00:00,Resignation
818,"Smith, Frank",Conservative (1867-1942),"Toronto, Ontario","Macdonald, John Alexander",1871.02.02 - 1900.01.01  (Resignation),1871-02-02 00:00:00,1900-01-01 00:00:00,Resignation
819,"Smith, George Isaac",Progressive Conservative Party,"Colchester, Nova Scotia","Trudeau, Pierre Elliott",1975.08.07 - 1982.12.19  (Death),1975-08-07 00:00:00,1982-12-19 00:00:00,Death
820,"Smith, Larry",Conservative Party of Canada,"Saurel, Quebec","Harper, Stephen",2011.05.25 -,2011-05-25 00:00:00,,
821,"Smith, Larry",Conservative Party of Canada,"Saurel, Quebec","Harper, Stephen",2010.12.18 - 2011.03.25  (Resignation),2010-12-18 00:00:00,2011-03-25 00:00:00,Resignation
822,"Smith, Sydney John",Liberal Party of Canada,"Kamloops, British Columbia","St-Laurent, Louis Stephen",1957.01.03 - 1968.12.31  (Resignation),1957-01-03 00:00:00,1968-12-31 00:00:00,Resignation
823,"Snowball, Jabez Bunting",Liberal Party of Canada,"Chatham, New Brunswick","Macdonald, John Alexander",1891.05.01 - 1902.02.01  (Resignation),1891-05-01 00:00:00,1902-02-01 00:00:00,Resignation
824,"Sparrow, Herbert O.",Liberal Party of Canada,"Saskatchewan, Saskatchewan","Pearson, Lester Bowles",1968.02.09 - 2005.01.04  (Retirement),1968-02-09 00:00:00,2005-01-04 00:00:00,Retirement
825,"Spence, James Houston",Liberal Party of Canada,"North Bruce, Ontario","King, William Lyon Mackenzie",1928.01.10 - 1939.02.21  (Death),1928-01-10 00:00:00,1939-02-21 00:00:00,Death
826,"Spivak, Mira",Progressive Conservative Party,"Manitoba, Manitoba","Mulroney, Martin Brian",1986.11.17 - 2009.07.12  (Retirement),1986-11-17 00:00:00,2009-07-12 00:00:00,Retirement
827,"Sproule, Thomas Simpson",Conservative (1867-1942),"Grey, Ontario","Borden, Robert Laird",1915.12.03 - 1917.11.10  (Death),1915-12-03 00:00:00,1917-11-10 00:00:00,Death
828,"Squires, Raymond",Liberal Party of Canada,"Newfoundland and Labrador, Newfoundland and Labrador","Chrétien, Joseph Jacques Jean",2000.06.09 - 2001.02.06  (Retirement),2000-06-09 00:00:00,2001-02-06 00:00:00,Retirement
829,"St. Germain, Gerry",Progressive Conservative Party,"Langley-Pemberton-Whistler, British Columbia","Mulroney, Martin Brian",1993.06.23 - 2012.11.06  (Retirement),1993-06-23 00:00:00,2012-11-06 00:00:00,Retirement
830,"Stambaugh, Wesley",Liberal Party of Canada,"Bruce, Alberta","St-Laurent, Louis Stephen",1949.09.07 - 1965.06.08  (Resignation),1949-09-07 00:00:00,1965-06-08 00:00:00,Resignation
831,"Stanbury, Richard J.",Liberal Party of Canada,"York Centre, Ontario","Pearson, Lester Bowles",1968.02.13 - 1998.05.02  (Retirement),1968-02-13 00:00:00,1998-05-02 00:00:00,Retirement
832,"Stanfield, John",Conservative (1867-1942),"Colchester, Nova Scotia","Meighen, Arthur",1921.02.17 - 1934.01.22  (Death),1921-02-17 00:00:00,1934-01-22 00:00:00,Death
